answer_body,truth,answer_id
"['The only ""big"" difference between POST &amp; GET (when using them with AJAX) is since GET is URL provided, they are limited in ther length (since URL arent infinite in length).']",[0],3477420
"['According to Microsoft they are the same thing.', 'When <code>false</code>, User ID and Password are specified in the connection.', 'When true, the current Windows account credentials are used for authentication.', '  Recognized values are <code>true</code>, <code>false</code>, <code>yes</code>, <code>no</code>, and <code>sspi</code> (strongly recommended), which is equivalent to <code>true</code>.']","[0,3]",1229745
"[""Perhaps you're not disposing of the previous connection/ result classes from the previous run which means their still hanging around in memory.""]",[0],356654
"['You could try using a Bloom Filter.', 'Insert each number in the bag into the bloom, then iterate over the complete 1-k set until reporting each one not found.', 'This may not find the answer in all scenarios, but might be a good enough solution.']","[0, 1, 2]",3629144
"['Microsoft should advertise this functionality of SSMS 2008.', 'The feature you are looking for is built into the Generate Script utility, but the functionality is turned off by default and must be enabled when scripting a table.', 'This is a quick run through to generate the <code>INSERT</code> statements for all of the data in your table, using no scripts or add-ins to SQL Management Studio 2008:', 'Right-click on the database and go to Tasks > Generate Scripts.', 'Select the tables (or objects) that you want to generate the script against.', 'Go to Set scripting options tab and click on the Advanced button.', 'In the General category, go to Type of data to script', 'There are 3 options: Schema Only, Data Only, and Schema and Data.', 'Select the appropriate option and click on OK.', 'You will then get the <code>CREATE TABLE</code> statement and all of the <code>INSERT</code> statements for the data straight out of SSMS.']",[2],1316313
"['PHP manual has a good read on the question here.', 'The visibility of a property or method can be defined by prefixing the declaration with the keywords public, protected or private.', 'Class members declared public can be accessed everywhere.', 'Members declared protected can be accessed only within the class itself and by inherited and parent classes.', 'Members declared as private may only be accessed by the class that defines the member.']","[2,3,4]",4361576
"['You declared them at the start of the method, but you never initialized them.', 'Initializing would be setting them equal to a value, such as:']",[0],2448854
"['I like the idea to use an almost correct method on some of the input.', 'Here is a version with a higher ""offset"".', 'The code seems to work and passes my simple test case.', 'Just replace your:', 'BIGBLOCK', 'code with this one:', 'BIGBLOCK']","[3, 4, 5, 6]",905031
"['If you mean shortcut then', 'CTRL + M + M: This one will collapse the region your cursor is at whether its a method, namespace or whatever for collapsing code blocks, regions and methods.', 'The first will collapse only the block/method or region your cursor is at while the second will collapse the entire region you are at.', 'http://www.dev102.com/2008/05/06/11-more-visual-studio-shortcuts-you-should-know/']","[0, 1]",982701
"['Well the first and second queries may yield different results because a LEFT JOIN includes all records from the first table, even if there are no corresponding records in the right table.']",[0],894505
"['The singleton pattern is not a problem in itself.', 'The problem is that the pattern is often used by people developing software with object-oriented tools without having a solid grasp of OO concepts.', 'When singletons are introduced in this context they tend to grow into unmanageable classes that contain helper methods for every little use.', 'Singletons are also a problem from a testing perspective.', 'They tend to make isolated unit-tests difficult to write.', 'Inversion of control (IoC) and dependency injection are patterns meant to overcome this problem in an object-oriented manner that lends itself to unit testing.', 'In a garbage collected environment singletons can quickly become an issue with regard to memory management.', 'There is also the multi-threaded scenario where singletons can become a bottleneck as well as a synchronization issue.']","[2,3,7]",138051
"['<strong>List comprehensions</strong>', 'list comprehensions', 'Compare the more traditional (without list comprehension):', 'to:']",[0],101280
"['Your byte array must have some encoding.', ""The encoding cannot be ASCII if you've got negative values."", 'Once you figure that out, you can convert a set of bytes to a String using:', 'There are a bunch of encodings you can use, look at the Charset class in the Sun javadocs.']",[2],1536123
['I wrote a production website that has the path /dev/random/ return 4 because of this comic.'],[0],84747
"['In C++, there are three distinct character types:', '<code>char</code>', '<code>signed char</code>', '<code>unsigned char</code>', 'If you are using character types for text, use the unqualified <code>char</code>:', ""it is the type of character literals like <code>'a'</code> or <code>'0'</code>."", 'it is the type that makes up C strings like <code>""abcde""</code>', 'It also works out as a number value, but it is unspecified whether that value is treated as signed or unsigned.', ""Beware character comparisons through inequalities - although if you limit yourself to ASCII (0-127) you're just about safe."", 'If you are using character types as numbers, use:', '<code>signed char</code>, which gives you at least the -127 to 127 range.', '(-128 to 127 is common)', '<code>unsigned char</code>, which gives you at least the 0 to 255 range.', '""At least"", because the C++ standard only gives the minimum range of values that each numeric type is required to cover.', '<code>sizeof (char)</code> is required to be 1 (i.e.', 'one byte), but a byte could in theory be for example 32 bits.', '<code>sizeof</code> would still be report its size as <code>1</code> - meaning that you could have <code>sizeof (char) == sizeof (long) == 1</code>.']","[4,9,10,12]",87648
"['I think this is precisely what you are asking for:', 'http://www.bashcookbook.com/bashinfo/source/bash-4.0/examples/scripts/timeout3', 'BIGBLOCK']","[0, 1]",687994
"['Breadth vs Depth; think in terms of a tree of references with your object as the root node.', 'Shallow:', 'The variables A and B refer to different areas of memory, when B is assigned to A the two variables refer to the same area of memory.', 'Later modifications to the contents of either are instantly reflected in the contents of other, as they share contents.', 'Deep:', 'The variables A and B refer to different areas of memory, when B is assigned to A the values in the memory area which A points to are copied into the memory area to which B points.', 'Later modifications to the contents of either remain unique to A or B; the contents are not shared.']","[2,3,5,6]",184780
